33	27	42
43	43	43
58	94	25
39	67	79
65	26	89
51	99	25
43	85	83
82	44	40
99	99	23
63	13	96
28	83	58
16	38	38
16	47	53
72	20	25
95	37	24
93	44	93
48	13	99
60	37	31
54	15	85
62	56	60
52	87	44
91	68	87
13	44	93
13	48	87
45	89	36
89	51	96
19	53	79
60	69	68
91	49	62
19	21	46
23	68	57
63	61	29
49	72	10
60	64	55
44	80	82
95	36	91
15	15	15
86	88	86
43	43	43
29	49	36
54	66	62
43	86	24
36	70	48
45	94	94
64	78	67
94	22	48
56	10	92
21	52	98
63	80	32
38	11	88
14	14	14
76	99	77
30	48	12
77	50	13
96	35	32
56	43	20
37	84	37
82	87	78
64	64	64
78	77	25
60	85	68
44	44	44
65	67	27
49	74	69
68	68	68
68	25	68
78	28	72
49	39	45
87	24	43
16	51	66
13	17	19
99	73	99
19	36	57
46	95	67
19	38	23
75	38	33
99	49	99
70	19	77
67	40	71
60	66	15
21	84	47
74	94	87
62	62	62
66	37	17
36	27	77
69	57	69
19	33	95
11	15	87
76	31	48
19	52	19
58	78	57
16	72	33
40	34	85
87	62	25
34	99	14
83	82	79
41	49	80
48	27	15
64	97	29
23	18	66
57	22	56
78	52	78
90	54	59
91	53	35
70	56	30
37	80	63
74	25	31
29	92	97
96	48	89
20	47	69
69	83	85
10	92	38
98	88	64
75	32	86
14	14	14
31	66	58
89	21	16
90	39	87
36	64	99
17	84	39
18	83	18
23	85	81
43	43	62
86	82	49
45	45	18
45	56	69
47	37	46
37	12	32
15	58	70
93	11	78
35	44	75
51	52	57
66	25	55
16	97	63
84	59	34
86	74	14
43	78	48
12	61	93
59	59	59
90	13	63
96	47	45
75	20	93
76	48	61
88	76	22
55	13	97
39	72	75
83	21	35
95	43	98
92	68	12
46	94	95
40	55	40
92	50	49
12	45	37
65	23	23
55	78	86
86	11	86
45	77	47
92	80	79
53	57	53
86	48	86
33	81	61
25	25	25
91	63	22
35	97	99
84	43	78
61	35	38
55	25	48
55	55	55
88	63	63
91	81	57
68	68	68
89	12	84
19	76	20
76	24	91
19	61	54
31	80	59
79	78	23
24	96	79
27	33	27
21	52	29
76	89	86
98	86	77
19	52	80
41	63	85
34	34	34
78	43	31
14	14	14
90	91	76
38	28	12
18	60	89
11	11	11
41	99	61
97	97	97
58	51	75
88	88	88
61	42	86
72	72	72
22	52	10
90	40	56
72	88	15
67	84	75
72	44	30
99	23	63
68	77	68
16	50	89
18	40	63
73	37	11
42	78	29
77	31	25
76	77	44
56	29	37
58	58	58
41	81	10
72	22	43
42	96	31
85	35	69
41	95	70
53	99	34
30	30	30
96	31	87
64	44	74
59	97	19
91	35	87
45	20	36
72	87	84
99	36	11
63	47	44
97	31	22
55	89	85
21	55	16
85	94	58
60	60	60
32	96	18
53	90	52
23	97	76
83	12	21
53	29	65
68	89	60
45	45	45
59	81	80
30	13	83
88	28	68
74	47	34
13	40	88
64	40	55
29	45	41
11	31	71
50	46	17
50	30	70
74	74	74
28	93	33
89	57	24
52	87	96
17	17	17
67	33	36
43	69	25
58	58	58
17	97	86
23	23	23
63	33	25
34	60	79
95	67	45
29	42	44
94	30	48
55	89	29
45	34	22
43	43	43
99	78	22
50	62	23
61	87	39
43	85	87
44	40	48
70	54	73
75	93	11
47	17	47
93	75	31
49	49	49
34	66	28
68	39	95
96	88	12
85	44	85
35	48	79
68	19	64
75	65	33
18	74	59
86	22	57
14	73	14
19	53	44
87	14	54
75	53	36
65	17	69
35	23	24
90	31	14
15	61	44
22	89	12
70	15	60
69	30	73
66	44	39
95	39	25
65	99	60
27	27	27
75	14	98
30	63	52
70	58	36
70	32	30
83	73	33
70	54	42
61	84	56
90	90	90
42	86	17
17	73	16
91	87	92
12	81	31
75	30	36
85	12	75
35	45	40
96	65	97
53	42	53
73	91	10
80	23	11
21	59	97
14	98	34
55	57	66
46	83	80
13	13	13
93	11	60
85	85	85
46	68	63
97	23	41
26	34	82
97	43	74
44	66	93
12	47	24
81	10	81
77	29	78
19	53	19
68	29	83
77	69	43
80	74	48
59	98	25
72	53	82
77	64	91
97	57	49
83	64	38
52	20	20
13	80	33
39	39	39
46	18	38
78	43	71
34	34	67
70	99	77
42	65	53
40	59	90
84	44	84
55	10	94
77	48	41
56	65	74
31	95	20
80	64	84
29	52	87
90	49	95
69	15	31
93	33	56
75	84	77
89	34	17
90	25	68
35	61	34
16	69	54
25	73	88
57	18	19
45	75	57
65	42	16
54	46	58
42	99	97
15	39	13
26	45	25
82	15	83
60	13	72
74	63	90
79	24	22
32	51	32
15	71	13
30	26	15
48	62	92
38	36	97
51	48	90
11	32	81
42	63	42
52	67	52
57	57	46
44	44	44
31	24	67
66	80	89
61	93	61
65	30	39
38	84	39
12	54	31
75	47	36
25	60	13
82	35	14
52	39	37
95	34	88
15	69	66
68	34	62
34	63	60
11	28	11
14	57	99
25	94	48
22	48	92
90	46	84
58	72	82
89	78	87
82	32	69
58	70	69
74	85	76
85	70	88
89	39	29
42	74	84
46	16	22
90	78	56
29	77	80
72	96	40
28	89	58
53	13	93
84	86	44
67	73	57
17	24	96
21	58	57
46	43	54
56	57	64
86	85	63
43	42	46
98	49	86
14	93	80
93	22	93
91	91	91
19	19	15
10	10	10
79	22	60
97	57	18
63	77	66
40	91	51
11	46	55
89	43	86
54	50	79
13	40	13
93	33	37
42	53	29
40	18	99
43	66	79
63	70	81
23	97	82
45	87	21
78	18	11
60	60	60
45	50	14
25	25	24
32	51	24
45	70	29
52	97	61
34	65	63
48	34	31
72	92	23
29	73	73
36	94	50
76	95	73
33	33	33
91	92	91
98	30	29
52	56	72
78	33	64
40	24	87
53	61	12
89	38	89
67	81	81
16	74	47
29	32	64
24	34	48
45	74	92
47	27	98
32	66	44
69	22	69
65	76	89
31	96	96
59	81	74
92	89	68
88	76	53
62	88	58
72	64	35
68	85	72
50	31	73
50	92	94
48	48	48
88	33	86
43	47	44
95	56	61
17	27	16
67	12	52
70	93	20
87	40	87
44	98	99
12	87	47
94	40	78
89	77	23
85	81	29
49	37	44
64	68	63
26	26	26
80	64	73
71	55	71
20	26	71
62	78	44
75	52	14
35	76	95
71	35	97
30	18	12
34	66	89
21	33	21
40	83	23
37	60	38
63	29	87
84	28	76
40	40	40
19	63	74
71	81	71
87	22	35
70	80	70
15	78	79
28	30	47
64	92	83
74	85	26
97	57	15
72	93	36
96	96	96
72	72	72
17	27	75
95	38	82
84	63	77
57	73	73
35	94	21
86	38	86
90	21	54
79	82	81
43	20	31
21	38	28
66	20	28
22	16	45
38	51	53
73	18	13
75	91	18
24	72	61
29	48	36
80	92	59
72	72	72
92	66	33
12	35	63
74	11	29
50	54	86
81	60	81
81	59	33
38	61	46
57	49	84
94	84	42
79	72	97
28	60	61
77	85	73
52	11	37
23	65	50
11	69	45
16	82	10
18	62	34
77	99	46
24	24	24
92	56	41
24	32	86
58	24	52
48	48	48
90	77	89
23	28	99
35	58	31
59	50	82
61	61	61
62	57	25
88	88	73
25	66	14
95	33	49
10	93	60
54	11	61
24	30	38
66	13	80
46	84	35
89	89	89
10	10	10
69	97	81
86	37	44
94	38	92
55	55	55
25	67	94
18	60	71
88	91	37
68	31	33
18	50	69
65	54	40
20	53	84
77	77	77
36	65	30
13	10	93
49	70	49
96	96	96
64	29	62
44	16	52
65	22	56
52	30	80
64	60	84
92	13	24
13	62	22
16	12	39
96	58	93
57	72	33
55	27	30
14	45	65
40	92	72
13	10	92
49	90	58
89	51	89
29	80	12
85	42	89
70	47	11
14	86	26
57	79	69
64	68	89
47	56	23
60	89	55
70	20	88
12	89	10
29	49	52
49	21	44
26	52	42
24	33	77
24	41	27
46	91	62
75	67	16
24	76	24
49	55	51
28	78	37
78	21	97
88	32	79
58	58	58
58	45	57
20	18	11
69	89	40
68	64	65
63	70	32
75	33	97
90	96	58
82	30	99
70	20	99
99	92	63
94	93	40
88	23	29
87	21	46
72	40	91
48	64	80
53	70	96
83	70	43
97	66	98
69	10	17
67	67	67
44	83	44
39	22	70
27	27	80
26	77	31
15	42	36
47	56	41
79	23	38
82	35	60
84	96	18
52	30	60
81	52	67
36	74	35
82	80	70
14	88	57
90	27	20
19	33	13
27	95	54
37	56	42
18	10	87
14	36	42
64	73	81
10	19	10
12	70	18
86	36	23
58	55	44
90	39	64
41	39	41
54	24	47
95	55	33
48	92	84
78	22	96
18	39	52
37	37	37
21	38	78
72	88	30
12	32	32
56	64	56
70	95	94
25	71	10
28	72	96
19	24	84
89	92	36
86	16	61
80	30	28
26	44	77
10	88	99
39	36	37
73	73	73
78	68	86
18	19	86
98	53	73
74	46	81
10	92	17
59	79	97
20	88	55
57	57	14
90	12	54
86	63	90
83	83	83
85	61	88
38	22	85
19	97	65
27	41	87
98	48	58
96	88	52
32	93	72
96	69	38
90	99	90
88	97	32
83	83	83
47	12	11
50	70	32
25	35	72
57	13	53
80	57	58
99	66	58
31	74	89
93	67	72
17	94	81
63	34	58
11	57	83
89	53	26
91	70	91
51	45	95
54	54	54
86	76	85
74	17	30
74	90	37
49	50	40
95	12	20
27	39	41
70	85	39
23	68	28
76	91	34
60	18	63
47	47	47
83	65	28
44	76	64
88	60	89
81	32	67
14	78	87
18	76	80
70	42	92
57	49	65
99	37	49
99	29	79
16	16	16
15	77	91
28	49	28
56	68	70
42	66	46
76	38	41
96	96	96
37	28	86
80	58	87
13	18	99
41	58	71
59	96	37
76	46	15
70	31	32
48	48	48
83	79	59
68	38	90
40	36	63
41	90	20
41	41	41
81	86	77
59	91	32
80	46	37
50	50	50
44	67	43
47	71	11
40	85	28
81	61	27
48	13	69
94	62	72
86	38	53
36	36	36
88	90	76
94	28	52
85	39	90
40	98	77
85	98	25
11	42	10
90	16	90
58	37	57
76	20	79
57	48	96
25	75	45
89	74	76
61	27	47
51	51	51
13	50	15
75	28	37
65	65	65
73	73	73
84	61	41
58	72	28
18	64	54
75	69	61
71	46	46
82	46	82
44	42	19
52	52	52
12	10	19
98	91	34
93	51	96
52	52	52
90	89	82
76	54	28
65	44	18
71	37	38
34	43	63
92	45	14
36	56	82
23	27	96
53	73	42
58	42	13
19	86	24
57	36	86
40	50	45
19	62	81
53	41	19
61	11	38
60	41	63
50	41	69
87	41	96
13	37	45
96	60	46
78	77	38
56	97	75
22	22	22
77	93	46
21	44	85
33	65	71
65	70	65
73	12	40
89	66	60
26	92	32
44	44	44
43	91	75
90	35	39
13	31	74
74	62	41
54	84	97
40	43	31
85	47	30
81	37	84
52	52	52
94	28	27
51	82	90
59	94	44
57	14	90
65	10	31
47	77	43
27	13	54
21	26	36
12	57	61
87	92	94
59	46	64
93	97	83
74	48	65
55	49	33
41	77	74
18	49	51
54	82	22
80	49	62
24	42	13
64	92	12
47	69	75
82	72	59
53	55	64
91	35	24
16	87	75
98	74	43
26	47	27
85	16	56
18	89	27
69	78	66
38	77	14
60	93	34
17	38	91
16	38	12
84	79	27
26	69	72
30	18	43
48	42	67
91	81	40
74	74	74
40	75	66
59	60	85
91	30	17
99	95	79
73	70	12
12	49	75
28	93	98
87	52	87
87	57	74
70	74	94
84	28	89
70	73	53
16	16	16
98	32	17
36	81	36
26	95	46
57	86	57
99	13	24
81	98	96
12	29	68
48	66	99
76	92	18
75	36	35
14	14	14
94	17	61
52	85	52
96	37	98
71	55	18
43	29	43
54	73	97
63	32	63
40	15	82
65	50	32
47	38	14
19	28	78
98	74	41
85	23	96
28	28	28
65	72	67
67	73	63
26	68	52
85	23	85
66	74	70
51	53	77
86	40	86
46	61	70
35	20	51
27	70	17
28	88	62
39	39	39
23	95	17
63	82	22
95	39	76
55	32	25
80	45	53
86	99	72
44	91	40
39	13	74
45	58	31
91	45	91
68	86	98
41	83	41
64	19	40
13	99	84
99	99	99
13	92	13
73	18	36
57	93	61
87	72	90
35	27	55
88	37	58
62	62	62
63	49	48
55	82	61
20	47	41
79	67	15
21	21	21
46	60	39
32	94	99
48	33	21
52	65	32
50	96	75
52	29	17
94	46	37
95	52	43
26	48	11
56	90	38
46	94	52
46	89	46
30	11	30
96	60	28
49	53	49
94	88	32
38	79	34
52	85	85
58	97	12
21	80	84
47	47	47
15	54	98
96	72	21
16	12	62
21	74	72
34	38	84
20	74	20
66	18	86
99	99	99
85	85	19
18	28	41
31	99	23
77	70	83
92	61	47
98	26	22
34	62	73
49	29	93
95	73	58
67	94	90
37	13	38
34	47	27
10	10	10
68	36	80
58	77	92
29	13	22
13	35	66
31	34	15
11	11	20
90	42	58
11	11	11
36	31	36
31	34	14
67	49	16
44	30	69
56	67	34
87	54	13
89	75	65
20	97	83
76	97	78
51	35	82
20	54	61
76	76	76
76	31	12
91	83	10
46	47	60
88	91	88
61	72	87
45	23	18
33	83	16
54	95	56
67	35	81
72	93	73
14	98	32
14	44	76
78	75	65
62	40	67
63	42	82
36	90	55
51	50	37
35	61	45
20	29	34
92	69	62
41	36	29
72	25	70
23	88	80
37	47	42
10	95	37
17	73	10
95	95	95
30	79	73
91	20	12
48	39	65
36	20	58
98	16	46
52	70	80
25	62	99
68	69	46
85	35	96
78	17	76
58	58	58
24	43	58
31	39	41
86	40	36
66	73	44
72	19	56
44	93	81
99	21	50
34	21	95
56	94	65
48	81	59
54	80	84
15	87	39
37	58	10
89	24	34
78	89	78
53	73	18
22	22	22
36	52	67
81	39	31
93	90	75
66	35	61
90	15	93
23	30	27
90	43	61
47	57	47
48	68	27
62	97	73
18	16	50
31	59	91
61	22	60
60	39	88
18	87	46
32	88	86
26	57	38
58	58	58
87	66	23
36	17	59
33	18	76
96	19	96
42	72	10
83	85	82
24	39	80
10	10	10
38	87	65
63	63	63
83	83	83
66	88	83
31	76	75
79	96	53
18	90	18
85	44	59
32	99	29
18	86	96
85	72	32
61	21	97
50	15	50
40	96	62
84	84	84
66	96	66
92	99	45
50	42	60
73	46	92
24	58	24
22	34	27
56	88	47
14	55	11
84	72	91
97	46	64
22	45	22
74	43	58
95	95	95
62	94	32
28	44	36
52	67	80
76	69	90
20	75	12
71	97	46
13	16	95
12	23	37
50	19	87
16	62	10
90	53	26
92	10	40
98	58	57
71	62	59
75	38	75
88	31	68
96	24	66
63	78	23
23	97	21
61	40	29
99	51	90
88	77	88
71	41	50
83	91	77
93	48	46
43	91	59
57	11	51
54	34	17
85	90	20
81	57	53
69	62	80
60	14	70
96	28	12
69	90	95
59	83	66
12	37	32
86	47	67
95	31	16
49	63	98
67	88	57
90	62	95
85	96	65
33	82	88
58	60	85
48	84	91
95	85	77
24	80	57
34	52	57
98	66	68
67	75	58
17	12	74
79	79	79
10	28	76
53	34	85
16	12	78
81	25	36
29	37	37
21	15	38
63	56	77
79	89	60
42	89	86
14	34	84
90	44	32
73	91	66
47	96	24
59	35	85
92	64	96
48	48	48
86	30	64
98	98	98
88	32	73
46	75	86
79	49	88
35	48	41
32	92	28
26	41	12
34	64	87
69	90	78
64	63	30
47	41	67
79	92	96
90	90	90
14	72	69
24	61	22
86	80	86
68	71	92
84	74	58
41	68	54
65	87	87
92	94	83
85	29	57
19	16	26
34	21	81
40	24	98
56	17	43
57	81	60
54	99	54
65	26	11
35	51	21
53	15	85
77	95	97
78	85	39
37	55	35
46	66	82
43	43	43
14	96	93
52	96	69
79	90	63
94	94	94
80	25	86
87	33	86
65	54	63
82	92	79
41	86	94
55	13	59
36	35	56
16	38	16
29	19	56
34	36	91
87	18	60
93	31	92
83	73	21
39	98	43
72	85	50
31	39	99
29	22	97
27	74	74
63	63	63
55	98	43
35	92	69
11	68	36
64	31	72
71	76	88
75	75	75
55	81	86
33	95	23
37	52	27
59	48	85
46	54	61
78	20	43
11	96	94
29	81	30
28	28	28
29	58	44
26	48	19
10	30	79
22	62	29
41	58	62
78	27	45
37	66	42
30	76	54
63	87	19
81	81	81
15	89	85
71	95	24
98	13	59
43	87	90
46	18	67
54	48	75
44	44	44
48	81	45
34	61	56
59	37	59
21	21	48
97	32	46
32	30	27
25	42	25
66	66	66
84	61	68
26	88	39
65	65	65
26	45	18
14	43	51
20	22	26
68	33	82
28	28	28
44	90	21
43	26	59
27	43	29
51	19	55
14	72	96
41	35	16
62	82	89
23	32	28
94	62	14
34	14	59
35	18	92
71	94	41
18	19	87
45	54	77
65	90	65
51	68	48
36	75	11
54	90	69
29	91	18
85	75	77
80	36	36
44	52	11
13	55	71
42	17	67
54	84	46
29	29	29
76	90	23
96	96	96
11	88	52
73	30	86
55	55	55
95	90	40
62	87	81
22	42	75
93	23	70
76	71	76
17	95	30
67	90	68
19	18	64
23	16	54
41	54	71
63	47	47
63	23	69
66	67	91
32	73	99
84	59	70
59	87	99
63	34	48
30	53	91
96	49	38
56	25	97
68	54	67
47	23	47
76	24	18
46	69	46
78	82	87
45	30	58
58	71	58
18	66	20
53	15	78
82	40	74
37	78	37
67	21	80
27	44	15
65	46	60
18	53	86
74	75	74
55	72	49
63	23	61
55	40	78
95	95	95
88	88	88
35	51	83
89	46	14
55	94	35
76	76	76
86	35	86
41	39	79
41	12	60
22	40	25
18	35	67
76	46	46
18	81	93
60	64	57
60	66	55
53	43	74
21	69	98
52	17	24
16	83	16
59	18	91
81	93	81
52	79	68
43	71	73
49	83	79
53	50	12
67	60	72
44	51	64
39	88	14
72	49	48
32	29	54
75	39	43
16	80	72
91	17	71
91	17	80
60	78	66
14	12	83
47	16	52
14	18	52
59	26	67
19	35	19
55	95	55
97	73	54
13	96	55
85	64	37
83	64	25
44	21	88
36	93	58
99	61	57
41	64	65
62	70	54
46	46	46
60	33	12
85	85	41
20	48	39
34	16	95
29	99	82
73	66	16
86	51	21
76	58	37
55	32	48
24	41	49
95	54	58
61	51	13
29	79	20
37	39	56
78	31	15
60	45	66
26	31	64
93	32	11
55	30	80
21	90	36
90	90	90
87	10	87
19	61	19
58	56	85
15	38	60
58	50	46
69	18	93
34	66	73
95	95	95
66	66	66
65	15	58
73	42	69
82	15	62
97	52	97
91	82	38
70	38	64
16	16	16
64	59	95
91	97	14
45	82	84
66	23	98
82	76	89
57	57	57
61	35	55
48	56	68
93	78	49
87	53	10
34	31	92
88	70	32
23	14	56
20	37	88
19	54	44
13	37	55
92	77	48
39	42	75
77	34	51
89	31	80
60	64	22
79	87	91
60	24	48
46	65	56
39	99	39
84	12	12
82	56	86
63	63	63
52	51	38
63	86	58
17	35	17
98	34	23
77	85	63
42	30	42
81	87	92
36	33	23
11	11	11
16	49	61
12	51	23
67	87	45
35	53	37
46	82	60
75	20	50
32	86	62
64	76	38
40	73	92
49	49	49
55	26	97
34	88	28
46	46	46
80	34	71
12	12	12
73	90	53
87	62	11
91	91	91
98	56	98
40	71	55
24	26	47
39	44	94
44	45	19
39	98	16
91	92	91
95	84	95
45	62	65
25	31	37
94	75	82
49	92	44
65	27	79
45	55	88
17	98	57
49	49	49
77	79	59
53	98	16
34	91	28
28	83	13
69	42	69
96	28	75
95	98	94
86	67	38
47	48	37
26	80	14
98	50	79
93	87	93
35	32	30
35	97	65
60	55	48
31	15	63
25	23	15
18	18	18
64	64	64
24	27	34
28	24	25
53	12	18
39	56	25
21	27	26
17	26	57
85	14	84
24	24	24
96	84	96
51	20	56
99	79	99
97	11	81
12	66	55
60	60	60
57	43	11
22	31	42
96	70	72
37	14	15
68	68	68
44	52	70
32	56	95
86	57	76
75	69	44
42	93	76
82	82	82
57	59	42
69	60	93
50	74	17
19	53	19
43	65	26
50	76	98
19	38	22
37	25	68
25	76	64
68	86	39
15	13	73
92	43	32
93	62	61
21	61	67
63	70	62
11	11	11
13	13	13
15	64	41
93	93	42
63	24	17
16	28	77
94	94	94
91	47	30
56	58	57
56	29	11
70	37	14
53	93	13
69	57	39
19	47	51
24	85	24
67	78	70
27	16	99
46	68	71
44	24	14
11	27	56
82	59	69
16	89	11
29	29	29
74	74	74
50	75	80
26	98	26
12	12	12
99	16	99
57	67	52
11	59	84
53	91	82
16	78	67
89	73	12
93	40	63
25	58	29
82	33	94
99	42	44
57	49	62
89	79	19
83	65	36
71	95	70
79	79	79
82	84	47
57	38	38
53	78	58
45	48	60
27	97	55
14	71	21
90	90	90
15	42	39
54	36	68
92	47	55
56	21	59
85	39	18
73	13	73
24	95	67
13	19	41
90	38	96
56	91	56
73	80	90
75	34	96
37	63	64
97	79	56
64	60	64
56	43	24
68	70	81
44	15	73
56	25	56
37	74	51
87	70	54
92	25	39
42	19	17
66	81	67
91	16	88
33	34	49
81	91	53
98	25	60
28	75	85
69	15	49
55	16	38
80	81	40
83	19	83
51	65	77
50	31	40
26	31	15
