16	12	49	28
24	45	46	46
26	39	44	21
10	17	47	35
40	44	10	6
7	24	28	38
5	17	43	16
7	8	16	13
17	16	25	5
15	46	5	28
17	18	18	17
36	12	46	38
48	23	46	24
9	18	32	40
43	24	9	5
34	20	14	49
14	47	45	21
27	23	8	38
15	19	14	23
47	26	48	36
11	45	22	46
14	47	16	48
17	9	16	34
42	11	48	33
38	40	22	33
44	14	12	13
41	30	17	50
50	37	8	38
36	24	6	33
20	32	35	24
39	23	40	19
21	37	46	28
38	16	16	42
16	6	5	28
13	46	5	22
23	36	21	10
10	16	45	21
32	9	31	30
34	16	31	6
34	50	30	5
41	10	13	44
28	31	15	23
9	17	29	41
15	35	42	21
46	25	30	35
33	41	19	49
35	5	20	18
8	9	39	18
43	30	24	48
29	43	43	19
32	31	6	10
16	8	14	28
7	41	36	12
46	8	41	15
32	29	6	18
38	7	41	8
35	32	48	23
48	14	19	40
23	18	50	24
23	50	47	24
8	42	23	33
28	39	37	5
35	7	47	24
38	11	15	22
17	5	19	16
28	37	7	16
26	28	22	22
41	15	35	41
49	47	38	33
12	26	18	7
46	14	14	8
46	24	9	5
26	20	22	40
17	7	11	17
11	9	10	11
32	38	20	10
7	12	8	26
27	26	40	47
27	34	6	29
25	25	9	24
11	49	13	29
35	50	26	34
26	8	45	18
21	29	17	28
46	50	34	30
27	17	28	27
40	32	21	28
21	7	41	40
50	29	40	22
10	20	22	26
10	18	14	38
47	17	9	42
46	11	17	40
40	24	25	20
42	26	40	41
47	15	8	13
42	34	13	21
29	44	7	13
8	19	36	25
48	37	25	26
22	26	40	14
38	47	19	28
33	41	31	23
6	25	15	28
16	22	6	34
19	5	16	50
38	33	31	6
25	38	33	38
36	7	50	27
46	21	17	15
37	34	43	9
46	5	11	12
37	12	42	35
16	6	29	25
6	14	12	47
49	31	36	5
48	50	49	18
16	20	14	33
30	44	34	49
7	44	31	43
26	32	31	45
27	39	26	45
44	48	6	22
24	21	48	29
22	8	48	7
38	43	14	32
27	26	44	48
38	49	47	18
8	18	37	49
15	7	10	49
26	18	28	18
32	22	12	17
30	32	31	42
39	35	9	14
9	33	22	5
10	32	48	30
47	38	25	46
18	33	16	40
21	49	32	26
5	45	35	24
47	26	15	41
14	12	19	37
15	33	23	15
12	27	41	48
42	37	17	21
38	50	16	5
35	33	7	26
49	43	14	28
